ID,City,Location,Area,Bedrooms,Bathrooms,Floor,YearBuilt,Seller,View,Payment,Finishing,Furnished,Parking,Security,SchoolDist,Color,Price
EG-12573,Cairo,Al-Haram,140.0,2.0,2.0,4.0,2025,Broker,Street,Cash,Finished,Unfurnished,Yes,No,0.31,Off-White,2200000.0
EG-12574,Cairo,Nasr City,154.0,3.0,3.0,9.0,2023,Broker,Street,Installments,Unfinished,Furnished,No,Yes,8.24,Grey,6556000.0
EG-12575,Cairo,Shubra,61.0,1.0,1.0,1.0,2026,Broker,Street,Installments,Finished,Unfurnished,Yes,Yes,1.23,Brown,2944000.0
EG-12576,Cairo,Nasr City,61.0,1.0,1.0,1.0,2025,Broker,Street,Installments,Finished,Unfurnished,No,No,4.37,Grey,3233000.0
EG-12577,Cairo,Ain Shams,140.0,3.0,,0.0,2005,Broker,Other,Cash,Finished,Unfurnished,Yes,No,1.41,Beige,3572000.0
EG-12578,Cairo,Heliopolis,194.0,3.0,4.0,1.0,2023,Broker,Garden,Cash,Finished,Furnished,Yes,No,12.91,Off-White,14200000.0
EG-12579,Cairo,Heliopolis,98.0,2.0,1.0,1.0,2026,Broker,Pool,Installments,Finished,Furnished,Yes,No,8.91,Beige,4508000.0
EG-12580,Cairo,Nasr City,81.0,1.0,1.0,1.0,2026,Broker,Other,Installments,Finished,Furnished,No,Yes,13.54,Beige,3697000.0
EG-12581,Cairo,Heliopolis,220.0,4.0,3.0,4.0,2024,Broker,Garden,Cash,Finished,Furnished,Yes,No,10.36,Grey,4600000.0
EG-12582,Cairo,Nasr City,98.0,2.0,1.0,1.0,2026,Broker,Street,Installments,Finished,Unfurnished,No,No,14.57,Grey,4508000.0
EG-12583,Cairo,Shubra,110.0,2.0,1.0,2.0,2029,Broker,Street,Installments,Unfinished,Furnished,No,Yes,7.7,White,2860000.0
EG-12584,Cairo,Al-Haram,88.0,2.0,1.0,1.0,2025,Broker,Street,Installments,Finished,Unfurnished,Yes,No,9.62,Beige,4576000.0
EG-12585,Cairo,Sheikh Zayed,110.0,2.0,2.0,,2025,Broker,Pool,Cash,Finished,Unfurnished,Yes,No,8.69,Grey,7800000.0
EG-12586,Cairo,6th of October,51.0,1.0,1.0,1.0,2025,Broker,Street,Installments,Finished,Unfurnished,No,No,7.32,White,2703000.0
EG-12587,Cairo,Ain Shams,68.0,1.0,1.0,1.0,2025,Broker,Street,Installments,Finished,Unfurnished,Yes,Yes,12.7,Beige,3740000.0
EG-12588,Cairo,Al-Haram,80.0,2.0,1.0,1.0,2026,Broker,Street,Installments,Finished,Furnished,No,Yes,9.7,White,4080000.0
EG-12589,Cairo,Al-Haram,58.0,1.0,1.0,1.0,2025,Broker,Street,Installments,Finished,Furnished,Yes,Yes,12.04,Off-White,3074000.0
EG-12590,Cairo,Sheikh Zayed,168.0,3.0,3.0,1.0,2026,Broker,Garden,Installments,Finished,Unfurnished,No,Yes,11.82,Brown,15575000.0
EG-12591,Cairo,Shubra,64.0,,1.0,1.0,2026,Broker,Street,Installments,Finished,Unfurnished,No,No,2.95,Beige,2816000.0
EG-12592,Cairo,Al-Haram,,2.0,1.0,1.0,2026,Broker,Other,Installments,Finished,Furnished,No,Yes,9.79,Grey,3308000.0
EG-12593,Cairo,Shubra,64.0,1.0,1.0,1.0,2025,Broker,Street,Installments,Finished,Furnished,Yes,No,3.07,Off-White,3520000.0
EG-12594,Cairo,Shubra,76.0,2.0,1.0,1.0,2026,Broker,Street,Installments,Finished,Unfurnished,No,Yes,8.79,White,3344000.0
EG-12595,Cairo,Maadi,130.0,2.0,2.0,5.0,2026,Broker,Garden,Installments,Finished,Furnished,No,Yes,10.19,Brown,6045000.0
EG-12596,Cairo,Shubra,56.0,1.0,1.0,1.0,2025,Broker,Other,Installments,Finished,Unfurnished,Yes,Yes,14.96,Beige,2790000.0
EG-12597,Cairo,Al-Haram,71.0,1.0,1.0,1.0,2025,Broker,Other,Installments,Finished,Unfurnished,No,Yes,0.56,Brown,3537000.0
EG-12598,Cairo,Shubra,68.0,1.0,1.0,1.0,2025,Broker,Street,Installments,Finished,Unfurnished,No,Yes,1.46,Off-White,3740000.0
EG-12599,Cairo,Nasr City,160.0,,2.0,6.0,2008,Broker,Street,Cash,Finished,Unfurnished,No,No,1.25,Brown,2500000.0
EG-12600,Cairo,Al-Haram,56.0,1.0,1.0,1.0,2025,Broker,Street,Installments,Finished,Furnished,No,No,6.04,Beige,2968000.0
EG-12601,Cairo,Al-Haram,,2.0,1.0,1.0,2026,Broker,Street,Installments,Finished,Unfurnished,Yes,Yes,12.34,Off-White,3300000.0
EG-12602,Cairo,Al-Haram,54.0,1.0,1.0,1.0,2025,Broker,Street,Installments,Finished,Furnished,Yes,Yes,12.68,White,2862000.0
EG-12603,Cairo,Al-Haram,65.0,1.0,1.0,1.0,2027,Broker,Other,Installments,Finished,Unfurnished,No,No,11.08,Beige,2016000.0
EG-12604,Cairo,6th of October,143.0,3.0,3.0,4.0,2025,Developer,Street,Installments,Unfinished,Unfurnished,Yes,No,13.46,Brown,6500000.0
EG-12605,Cairo,Heliopolis,160.0,3.0,3.0,1.0,2027,Broker,Pool,Installments,Unfinished,Furnished,No,Yes,4.91,Beige,6415000.0
EG-12606,Cairo,Nasr City,172.0,3.0,3.0,2.0,2004,Broker,Street,Cash,Finished,Unfurnished,No,Yes,1.41,Off-White,6100000.0
EG-12607,Cairo,6th of October,90.0,2.0,1.0,3.0,2005,Broker,Street,Cash,Unfinished,Unfurnished,Yes,Yes,0.97,Brown,2090000.0
EG-12608,Cairo,Sheikh Zayed,155.0,2.0,2.0,1.0,2025,Broker,Street,Cash,Finished,Unfurnished,Yes,Yes,12.8,White,8000000.0
EG-12609,Cairo,6th of October,40.0,1.0,1.0,1.0,2027,Broker,Other,Installments,Finished,Unfurnished,Yes,Yes,10.98,Grey,1166000.0
EG-12610,Cairo,New Cairo,122.0,2.0,2.0,2.0,2023,Developer,Pool,Installments,Finished,Unfurnished,No,Yes,10.51,White,7584000.0
EG-12611,Cairo,New Cairo,167.0,4.0,2.0,1.0,2026,Broker,Garden,Installments,Finished,Unfurnished,Yes,No,5.16,Beige,10020000.0
EG-12612,Cairo,Al-Haram,55.0,1.0,1.0,1.0,2027,Broker,Street,Installments,Finished,Unfurnished,Yes,Yes,5.76,Grey,1705000.0
EG-12613,Cairo,Ain Shams,64.0,1.0,1.0,1.0,2026,Broker,Street,Installments,Finished,Unfurnished,No,No,14.38,Off-White,2948000.0
EG-12614,Cairo,Shubra,50.0,1.0,1.0,1.0,2027,Broker,Street,Installments,Finished,Furnished,Yes,Yes,1.05,Brown,1625000.0
EG-12615,Cairo,Ain Shams,65.0,1.0,1.0,1.0,2027,Broker,Street,Installments,Finished,Furnished,No,No,11.63,Brown,2080000.0
EG-12616,Cairo,6th of October,165.0,3.0,3.0,2.0,2007,Broker,Other,Cash,Unfinished,Furnished,Yes,No,4.71,Off-White,4935000.0
EG-12617,Cairo,Shubra,80.0,,1.0,5.0,2008,Broker,Street,Cash,Finished,Furnished,Yes,No,0.68,Beige,1400000.0
EG-12618,Cairo,Sheikh Zayed,235.0,3.0,4.0,2.0,2024,Broker,Street,Cash,Unfinished,Furnished,Yes,No,11.16,White,21000000.0
EG-12619,Cairo,Maadi,220.0,3.0,2.0,2.0,2012,Broker,Lake,Cash,Finished,Unfurnished,Yes,No,5.03,Grey,6500000.0
EG-12620,Cairo,Maadi,165.0,3.0,2.0,2.0,2025,Broker,Pool,Cash,Finished,Furnished,Yes,Yes,10.86,Off-White,6600000.0
EG-12621,Cairo,New Cairo,116.0,2.0,2.0,3.0,2027,Broker,Garden,Installments,Finished,Unfurnished,Yes,Yes,10.64,Beige,13931000.0
EG-12622,Cairo,Al-Haram,214.0,4.0,3.0,4.0,2025,Broker,Street,Cash,Finished,Unfurnished,No,No,8.07,Beige,5700000.0
EG-12623,Cairo,Sheikh Zayed,180.0,3.0,3.0,5.0,2000,Broker,Garden,Cash,Finished,Unfurnished,No,No,11.68,Grey,7000000.0
EG-12624,Cairo,Nasr City,160.0,3.0,3.0,3.0,2025,Broker,Other,Cash,Finished,Unfurnished,Yes,Yes,8.76,Off-White,3854000.0
EG-12625,Cairo,Al-Haram,133.0,2.0,2.0,4.0,2029,Broker,Street,Installments,Finished,Furnished,Yes,No,4.37,White,6300000.0
EG-12626,Cairo,New Cairo,163.0,3.0,3.0,4.0,2018,Broker,Garden,Cash,Unfinished,Unfurnished,Yes,Yes,11.04,White,7500000.0
EG-12627,Cairo,Al-Haram,105.0,2.0,2.0,3.0,2027,Broker,Street,Cash,Unfinished,Unfurnished,Yes,Yes,8.88,Off-White,2044000.0
EG-12628,Cairo,Madinaty,250.0,3.0,2.0,9.0,1999,Broker,Garden,Cash,Finished,Unfurnished,Yes,No,0.29,Brown,7300000.0
EG-12629,Cairo,Ain Shams,145.0,3.0,,2.0,2025,Broker,Street,Cash,Unfinished,Furnished,No,Yes,13.53,White,2300000.0
EG-12630,Cairo,New Cairo,146.0,3.0,3.0,3.0,2025,Broker,Street,Cash,Unfinished,Unfurnished,Yes,Yes,8.23,Brown,7175000.0
EG-12631,Cairo,Ain Shams,125.0,2.0,1.0,6.0,2021,Broker,Street,Cash,Unfinished,Unfurnished,Yes,Yes,13.04,Off-White,1900000.0
EG-12632,Cairo,Al-Haram,165.0,3.0,3.0,3.0,2025,Broker,Street,Cash,Unfinished,Unfurnished,No,No,13.25,Beige,6000000.0
EG-12633,Cairo,New Cairo,134.0,3.0,2.0,1.0,2025,Cash,Garden,Cash,Finished,Furnished,No,No,6.73,Off-White,7700000.0
EG-12634,Cairo,6th of October,280.0,5.0,3.0,5.0,2020,Broker,Street,Cash,Unfinished,Unfurnished,No,Yes,7.66,Beige,6400000.0
EG-12635,Cairo,New Cairo,250.0,3.0,3.0,9.0,2003,Broker,Garden,Cash,Finished,Unfurnished,Yes,Yes,6.29,Off-White,8000000.0
EG-12636,Cairo,New Cairo,240.0,3.0,3.0,10.0,2001,Broker,Garden,Cash,Finished,Unfurnished,Yes,Yes,6.8,Brown,7000000.0
EG-12637,Cairo,Nasr City,105.0,,,2.0,2025,Broker,Street,Cash,Finished,Unfurnished,Yes,No,13.44,Brown,4500000.0
EG-12638,Cairo,Ain Shams,102.0,2.0,2.0,0.0,2024,Broker,Street,Installments,Unfinished,Furnished,Yes,No,11.84,Off-White,2550000.0
EG-12639,Cairo,6th of October,145.0,2.0,2.0,2.0,2025,Broker,Other,Cash,Finished,Furnished,Yes,Yes,1.99,Beige,4465000.0
EG-12640,Cairo,Ain Shams,125.0,2.0,1.0,1.0,2003,Private Owner,Street,Installments,Finished,Furnished,No,No,9.19,Off-White,1500000.0
EG-12641,Cairo,Ain Shams,128.0,2.0,1.0,9.0,2004,Private Owner,Street,Cash,Finished,Furnished,No,No,14.94,Beige,1300000.0
EG-12642,Cairo,Maadi,250.0,3.0,2.0,9.0,1999,Broker,Street,Cash,Finished,Furnished,Yes,Yes,8.97,Brown,7300000.0
EG-12643,Cairo,Shubra,160.0,3.0,2.0,11.0,2015,Private Owner,Street,Cash,Finished,Furnished,Yes,Yes,11.81,Grey,2500000.0
EG-12644,Cairo,Al-Haram,155.0,3.0,2.0,8.0,2020,Broker,Street,Cash,Unfinished,Furnished,No,Yes,11.56,White,2868000.0
EG-12645,Cairo,Shubra,125.0,3.0,2.0,3.0,2028,Broker,Street,Installments,Unfinished,Unfurnished,Yes,Yes,5.32,Brown,3250000.0
EG-12646,Cairo,New Cairo,220.0,3.0,2.0,1.0,2025,Broker,Street,Cash,Finished,Unfurnished,No,Yes,5.64,Off-White,7500000.0
EG-12647,Cairo,Ain Shams,175.0,3.0,2.0,11.0,2015,Private Owner,Street,Cash,Finished,Furnished,No,Yes,10.89,Off-White,3800000.0
EG-12648,Cairo,Shubra,125.0,2.0,1.0,6.0,2021,Broker,Street,Cash,Unfinished,Furnished,No,Yes,7.55,Beige,1900000.0
EG-12649,Cairo,Madinaty,164.0,3.0,2.0,3.0,2026,Broker,Garden,Installments,Finished,Unfurnished,No,Yes,8.6,White,10065000.0
EG-12650,Cairo,6th of October,120.0,2.0,1.0,4.0,1988,Broker,Street,Cash,Finished,Unfurnished,Yes,No,10.72,Brown,2750000.0
EG-12651,Cairo,Ain Shams,125.0,3.0,2.0,4.0,2025,Private Owner,Street,Cash,Finished,Furnished,No,No,11.69,White,1975000.0
EG-12652,Cairo,Ain Shams,156.0,3.0,3.0,4.0,2025,Broker,Street,Installments,Unfinished,Unfurnished,Yes,No,4.15,White,1250000.0
EG-12653,Cairo,Heliopolis,155.0,3.0,2.0,4.0,2028,Broker,Garden,Installments,Unfinished,Furnished,Yes,No,2.29,Brown,4350000.0
EG-12654,Cairo,Shubra,170.0,3.0,2.0,9.0,2006,Private Owner,Street,Cash,Finished,Unfurnished,Yes,No,4.45,Beige,1500000.0
EG-12655,Cairo,Maadi,159.0,3.0,3.0,3.0,2025,Broker,Garden,Cash,Finished,Unfurnished,Yes,Yes,7.66,Beige,7800000.0
EG-12656,Cairo,Heliopolis,105.0,2.0,2.0,2.0,2025,Broker,Pool,Cash,Finished,Furnished,Yes,Yes,5.2,Beige,4500000.0
EG-12657,Cairo,Sheikh Zayed,180.0,3.0,3.0,2.0,2025,Broker,Pool,Cash,Finished,Unfurnished,Yes,Yes,8.57,Grey,10000000.0
EG-12658,Cairo,Ain Shams,155.0,3.0,3.0,3.0,2025,Broker,Street,Installments,Unfinished,Furnished,Yes,Yes,0.9,White,1250000.0
EG-12659,Cairo,Nasr City,100.0,2.0,2.0,2.0,2025,Broker,Other,Cash,Unfinished,Unfurnished,No,No,7.7,Grey,4935000.0
EG-12660,Cairo,Nasr City,,3.0,2.0,6.0,2018,Broker,Street,Cash,Finished,Unfurnished,No,Yes,5.58,Beige,1800000.0
EG-12661,Cairo,Madinaty,200.0,3.0,3.0,2.0,2025,Broker,Pool,Cash,Unfinished,Unfurnished,Yes,No,8.07,Brown,10750000.0
EG-12662,Cairo,Shubra,75.0,2.0,1.0,7.0,2015,Private Owner,Other,Cash,Finished,Furnished,Yes,Yes,6.4,White,2275000.0
EG-12663,Cairo,Al-Haram,165.0,,,6.0,2018,Broker,Street,Cash,Finished,Unfurnished,Yes,Yes,4.33,Brown,1800000.0
EG-12664,Cairo,6th of October,150.0,3.0,3.0,8.0,2025,Private Owner,Street,Cash,Unfinished,Unfurnished,No,No,13.57,Off-White,3000000.0
EG-12665,Cairo,New Cairo,165.0,3.0,2.0,3.0,2025,Broker,Pool,Cash,Finished,Unfurnished,No,Yes,2.85,White,8000000.0
EG-12666,Cairo,Nasr City,170.0,3.0,3.0,1.0,2028,Broker,Street,Installments,Unfinished,Furnished,Yes,Yes,10.25,Brown,3475000.0
EG-12667,Cairo,6th of October,70.0,2.0,2.0,2.0,2029,Broker,Other,Installments,Unfinished,Furnished,No,Yes,13.88,Beige,3873000.0
EG-12668,Cairo,Heliopolis,112.0,2.0,2.0,2.0,2029,Broker,Street,Installments,Unfinished,Unfurnished,No,Yes,8.13,Grey,6300000.0
EG-12669,Cairo,Al-Haram,145.0,3.0,1.0,1.0,1992,Private Owner,Street,Cash,Finished,Unfurnished,Yes,No,13.16,Brown,1200000.0
EG-12670,Cairo,Nasr City,240.0,3.0,3.0,3.0,2025,Broker,Street,Cash,Unfinished,Unfurnished,Yes,No,1.96,Off-White,6730000.0
EG-12671,Cairo,Ain Shams,100.0,3.0,1.0,3.0,1997,Private Owner,Street,Cash,Finished,Unfurnished,No,Yes,7.46,Beige,3250000.0
EG-12672,Cairo,Al-Haram,165.0,3.0,3.0,1.0,2025,Broker,Street,Installments,Unfinished,Furnished,No,No,6.91,Off-White,1250000.0
EG-12673,Cairo,Ain Shams,142.0,3.0,1.0,9.0,2015,Broker,Other,Installments,Finished,Unfurnished,Yes,No,0.22,Grey,1457000.0
EG-12674,Cairo,6th of October,143.0,3.0,1.0,9.0,2015,Broker,Other,Installments,Finished,Furnished,Yes,Yes,6.7,Off-White,1457000.0
EG-12675,Cairo,Al-Haram,140.0,3.0,1.0,9.0,2015,Broker,Street,Installments,Finished,Unfurnished,No,Yes,5.6,Brown,1550000.0
EG-12676,Cairo,Ain Shams,82.0,2.0,,3.0,2027,Broker,Street,Installments,Unfinished,Unfurnished,Yes,No,10.08,Brown,2132000.0
EG-12677,Cairo,Nasr City,170.0,3.0,3.0,1.0,2028,Broker,Street,Installments,Unfinished,Unfurnished,No,No,14.08,Beige,3475000.0
EG-12678,Cairo,Maadi,240.0,,3.0,3.0,2025,Broker,Lake,Cash,Unfinished,Furnished,Yes,Yes,1.38,Grey,6730000.0
EG-12679,Cairo,Al-Haram,150.0,3.0,1.0,7.0,2014,Private Owner,Other,Cash,Finished,Unfurnished,Yes,Yes,4.98,Grey,3172000.0
EG-12680,Cairo,Maadi,124.0,2.0,2.0,3.0,2000,Private Owner,Lake,Cash,Finished,Furnished,Yes,Yes,6.72,White,21173000.0
EG-12681,Cairo,Ain Shams,128.0,3.0,3.0,1.0,2027,Broker,Other,Installments,Unfinished,Furnished,No,Yes,6.88,White,3128000.0
EG-12682,Cairo,Heliopolis,114.0,2.0,2.0,2.0,2028,Broker,Pool,Installments,Unfinished,Furnished,No,Yes,11.64,Brown,4500000.0
EG-12683,Cairo,Nasr City,139.0,3.0,1.0,9.0,2015,Broker,Street,Installments,Finished,Furnished,No,No,6.71,Off-White,1550000.0
EG-12684,Cairo,New Cairo,220.0,3.0,3.0,1.0,2022,Broker,Garden,Cash,Finished,Unfurnished,Yes,No,0.5,Off-White,7500000.0
EG-12685,Cairo,6th of October,135.0,3.0,1.0,7.0,2015,Private Owner,Street,Cash,Finished,Unfurnished,No,No,10.68,Beige,1600000.0
EG-12686,Cairo,Sheikh Zayed,159.0,3.0,3.0,3.0,2024,Broker,Pool,Cash,Finished,Unfurnished,No,Yes,13.28,Grey,7500000.0
EG-12687,Cairo,Shubra,186.0,3.0,2.0,7.0,2007,Broker,Other,Installments,Finished,Furnished,Yes,Yes,7.76,Brown,2773000.0
EG-12688,Cairo,Nasr City,100.0,2.0,1.0,3.0,2024,Broker,Street,Cash,Finished,Unfurnished,No,Yes,8.76,Off-White,4350000.0
EG-12689,Cairo,Heliopolis,170.0,3.0,2.0,1.0,2020,Broker,Pool,Cash,Finished,Furnished,No,Yes,2.53,White,7700000.0
EG-12690,Cairo,Nasr City,200.0,3.0,2.0,5.0,2025,Private Owner,Street,Cash,Finished,Furnished,No,Yes,3.39,Brown,3500000.0
EG-12691,Cairo,Shubra,182.0,3.0,2.0,7.0,2007,Broker,Street,Installments,Finished,Unfurnished,No,Yes,3.6,Beige,2950000.0
EG-12692,Cairo,Heliopolis,167.0,3.0,3.0,1.0,2025,Broker,Garden,Cash,Finished,Unfurnished,No,Yes,6.52,Brown,10020000.0
EG-12693,Cairo,New Cairo,148.0,3.0,2.0,2.0,2028,Broker,Street,Installments,Unfinished,Unfurnished,No,No,13.93,Off-White,7606000.0
EG-12694,Cairo,Ain Shams,155.0,3.0,3.0,1.0,2025,Broker,Street,Installments,Unfinished,Unfurnished,Yes,No,7.87,Beige,1250000.0
EG-12695,Cairo,Al-Haram,,3.0,3.0,3.0,2020,Broker,Street,Cash,Finished,Furnished,No,Yes,2.96,White,6500000.0
EG-12696,Cairo,6th of October,131.0,3.0,2.0,2.0,2029,Broker,Street,Installments,Unfinished,Furnished,Yes,No,4.06,White,4300000.0
EG-12697,Cairo,Al-Haram,175.0,2.0,1.0,1.0,2024,Broker,Street,Cash,Finished,Unfurnished,No,No,5.82,Off-White,4750000.0
EG-12698,Cairo,Maadi,150.0,3.0,1.0,2.0,2025,Broker,Lake,Cash,Finished,Furnished,No,Yes,9.39,Beige,4100000.0
EG-12699,Cairo,Maadi,168.0,2.0,3.0,3.0,2025,Broker,Garden,Cash,Finished,Unfurnished,No,Yes,6.66,White,6200000.0
EG-12700,Cairo,Maadi,154.0,3.0,3.0,4.0,2025,Broker,Lake,Installments,Finished,Unfurnished,No,No,5.95,Beige,9859000.0
EG-12701,Cairo,6th of October,145.0,3.0,2.0,3.0,2025,Broker,Street,Cash,Unfinished,Furnished,Yes,Yes,8.51,Brown,5450000.0
EG-12702,Cairo,Maadi,134.0,3.0,2.0,3.0,2017,Broker,Street,Cash,Finished,Unfurnished,Yes,No,3.7,Grey,7800000.0
EG-12703,Cairo,Al-Haram,70.0,1.0,1.0,1.0,2025,Broker,Street,Installments,Unfinished,Furnished,Yes,Yes,1.28,Grey,3950000.0
EG-12704,Cairo,Al-Haram,110.0,2.0,1.0,10.0,1994,Cash,Other,Cash,Finished,Furnished,Yes,Yes,0.46,Grey,1692000.0
EG-12705,Cairo,Nasr City,68.0,1.0,1.0,0.0,2029,Broker,Street,Installments,Unfinished,Unfurnished,No,Yes,3.84,White,3400000.0
EG-12706,Cairo,Maadi,210.0,4.0,1.0,5.0,2020,Private Owner,Garden,Cash,Finished,Unfurnished,No,No,1.46,Off-White,4000000.0
EG-12707,Cairo,Sheikh Zayed,250.0,3.0,3.0,3.0,2025,Private Owner,Garden,Cash,Finished,Unfurnished,Yes,No,5.11,Grey,7000000.0
EG-12708,Cairo,6th of October,160.0,3.0,3.0,2.0,2026,Broker,Street,Installments,Unfinished,Furnished,Yes,Yes,11.62,Off-White,3520000.0
EG-12709,Cairo,Shubra,138.0,3.0,,2.0,2023,Private Owner,Other,Installments,Finished,Furnished,Yes,Yes,10.77,Grey,2820000.0
EG-12710,Cairo,6th of October,195.0,3.0,2.0,4.0,2016,Private Owner,Other,Cash,Finished,Unfurnished,No,Yes,9.2,Brown,2914000.0
EG-12711,Cairo,Ain Shams,125.0,3.0,1.0,9.0,2002,Developer,Street,Cash,Finished,Unfurnished,No,No,12.8,Grey,1400000.0
EG-12712,Cairo,Nasr City,206.0,3.0,3.0,2.0,2025,Broker,Street,Installments,Unfinished,Unfurnished,Yes,No,4.3,Off-White,3908000.0
EG-12713,Cairo,Shubra,110.0,2.0,2.0,2.0,2028,Broker,Street,Installments,Unfinished,Unfurnished,No,Yes,13.29,White,3500000.0
EG-12714,Cairo,Sheikh Zayed,164.0,,3.0,1.0,2027,Broker,Garden,Installments,Finished,Unfurnished,Yes,No,6.05,Brown,10388000.0
EG-12715,Cairo,Maadi,178.0,3.0,,4.0,2014,Private Owner,Lake,Cash,Finished,Furnished,No,No,6.07,Off-White,4270000.0
EG-12716,Cairo,Maadi,154.0,3.0,3.0,4.0,2025,Broker,Pool,Installments,Finished,Furnished,Yes,Yes,6.14,Beige,9900000.0
EG-12717,Cairo,Nasr City,243.0,3.0,3.0,2.0,2013,Private Owner,Other,Cash,Unfinished,Furnished,No,Yes,1.56,Grey,3572000.0
EG-12718,Cairo,Ain Shams,100.0,3.0,1.0,1.0,2007,Cash or Installments,Other,Installments,Finished,Unfurnished,Yes,Yes,14.63,Brown,1269000.0
EG-12719,Cairo,Sheikh Zayed,149.0,3.0,3.0,1.0,2026,Broker,Pool,Installments,Finished,Unfurnished,No,No,2.16,White,10500000.0
EG-12720,Cairo,Nasr City,175.0,3.0,2.0,11.0,2005,Private Owner,Street,Cash,Finished,Furnished,Yes,Yes,5.18,Beige,2800000.0
EG-12721,Cairo,Al-Haram,300.0,3.0,3.0,6.0,2025,Private Owner,Street,Cash,Finished,Furnished,Yes,No,4.86,Grey,5600000.0
EG-12722,Cairo,Heliopolis,186.0,3.0,2.0,2.0,2025,Broker,Garden,Installments,Unfinished,Unfurnished,Yes,No,1.21,Brown,4500000.0
EG-12723,Cairo,Ain Shams,100.0,3.0,1.0,6.0,1980,Private Owner,Street,Cash,Finished,Unfurnished,Yes,No,2.37,Off-White,2090000.0
EG-12724,Cairo,Nasr City,165.0,,2.0,6.0,2008,Private Owner,Street,Installments,Finished,Unfurnished,No,Yes,0.77,Grey,1400000.0
EG-12725,Cairo,Nasr City,75.0,2.0,1.0,2.0,2026,Broker,Other,Installments,Finished,Furnished,Yes,No,4.46,Brown,3243000.0
EG-12726,Cairo,Ain Shams,183.0,3.0,2.0,7.0,2007,Broker,Other,Installments,Finished,Unfurnished,No,Yes,13.01,Grey,2773000.0
EG-12727,Cairo,Shubra,73.0,2.0,1.0,3.0,1997,Private Owner,Other,Cash,Finished,Unfurnished,No,No,5.16,Brown,1128000.0
EG-12728,Cairo,Al-Haram,120.0,2.0,1.0,1.0,2011,Broker,Other,Installments,Finished,Furnished,Yes,Yes,1.94,Off-White,1551000.0
EG-12729,Cairo,Shubra,140.0,3.0,2.0,11.0,2000,Private Owner,Other,Cash,Unfinished,Unfurnished,Yes,No,9.72,Grey,1880000.0
EG-12730,Cairo,Al-Haram,184.0,3.0,2.0,7.0,2007,Broker,Street,Installments,Finished,Furnished,No,No,14.95,Brown,2950000.0
EG-12731,Cairo,Maadi,190.0,3.0,3.0,2.0,2025,Private Owner,Street,Cash,Unfinished,Furnished,Yes,No,3.56,Beige,6500000.0
EG-12732,Cairo,New Cairo,90.0,2.0,2.0,1.0,2027,Private Owner,Pool,Installments,Finished,Unfurnished,Yes,Yes,4.27,White,19700000.0
EG-12733,Cairo,Sheikh Zayed,380.0,5.0,3.0,4.0,2004,Private Owner,Garden,Cash,Unfinished,Unfurnished,No,Yes,14.58,Brown,7000000.0
EG-12734,Cairo,Nasr City,106.0,2.0,1.0,2.0,2003,Private Owner,Other,Cash,Finished,Unfurnished,Yes,Yes,2.76,Brown,2162000.0
EG-12735,Cairo,6th of October,70.0,2.0,1.0,2.0,2001,Private Owner,Other,Cash,Unfinished,Furnished,Yes,Yes,7.72,Brown,2068000.0
EG-12736,Cairo,6th of October,186.0,3.0,2.0,2.0,2025,Broker,Street,Installments,Unfinished,Unfurnished,Yes,Yes,3.67,Grey,4500000.0
EG-12737,Cairo,Shubra,120.0,2.0,1.0,9.0,2013,Private Owner,Street,Cash,Finished,Furnished,No,No,13.99,White,1900000.0
EG-12738,Cairo,Maadi,157.0,3.0,1.0,3.0,2009,Private Owner,Street,Cash,Finished,Furnished,Yes,No,14.72,Grey,6000000.0
EG-12739,Cairo,Maadi,176.0,3.0,3.0,7.0,2016,Private Owner,Garden,Cash,Finished,Unfurnished,No,Yes,12.24,Brown,4000000.0
EG-12740,Cairo,Nasr City,94.0,2.0,1.0,1.0,2017,Private Owner,Other,Cash,Finished,Unfurnished,Yes,No,4.79,Brown,2162000.0
EG-12741,Cairo,Ain Shams,100.0,,1.0,5.0,2000,Private Owner,Street,Cash,Finished,Furnished,Yes,No,6.11,White,1350000.0
EG-12742,Cairo,Shubra,100.0,2.0,1.0,5.0,1997,Private Owner,Street,Cash,Finished,Unfurnished,No,No,3.71,Beige,1850000.0
EG-12743,Cairo,Nasr City,200.0,4.0,2.0,1.0,2003,Private Owner,Street,Cash,Finished,Furnished,Yes,No,13.37,Grey,2200000.0
EG-12744,Cairo,Shubra,150.0,,1.0,7.0,1990,Private Owner,Street,Cash,Finished,Unfurnished,Yes,No,13.73,Beige,2250000.0
EG-12745,Cairo,Al-Haram,125.0,2.0,1.0,8.0,1991,Private Owner,Street,Cash,Finished,Unfurnished,Yes,Yes,6.34,Brown,3000000.0
EG-12746,Cairo,Shubra,94.0,2.0,1.0,1.0,2017,Private Owner,Other,Cash,Finished,Unfurnished,No,No,9.88,Brown,2162000.0
EG-12747,Cairo,Ain Shams,150.0,3.0,1.0,3.0,2015,Private Owner,Street,Cash,Finished,Unfurnished,Yes,Yes,2.57,Off-White,2600000.0
EG-12748,Cairo,Ain Shams,150.0,3.0,1.0,9.0,2014,Private Owner,Street,Cash,Finished,Furnished,No,No,6.58,Off-White,1500000.0
EG-12749,Cairo,Sheikh Zayed,238.0,3.0,4.0,2.0,2025,Broker,Garden,Cash,Finished,Unfurnished,Yes,No,9.51,Beige,12500000.0
